Date;Price;Open;High;Low;Vol.;Change %
May 22, 2015;16,045.80;16084.04;16,191.15;15,731.01;24.67B;1.09%
May 21, 2015;15,872.53;15402.95;15,872.59;15,402.95;19.68B;3.49%
May 20, 2015;15,337.08;15206.56;15,618.13;15,206.56;21.17B;1.39%
May 19, 2015;15,127.38;14723.21;15,173.92;14,704.33;4.52B;3.10%
May 18, 2015;14,672.63;14612.88;14,759.09;14,564.73;3.85B;-0.15%
May 15, 2015;14,694.95;14955.41;14,955.41;14,590.76;5.17B;-2.19%
May 14, 2015;15,024.47;15210.75;15,299.79;15,003.72;6.23B;-0.98%
May 13, 2015;15,173.09;15075.02;15,245.81;14,962.38;5.56B;0.71%
May 12, 2015;15,066.29;14975.23;15,088.96;14,879.60;4.71B;0.81%
May 11, 2015;14,944.88;14572.82;14,946.65;14,447.78;5.19B;3.20%
May 08, 2015;14,481.25;14271.46;14,481.44;14,165.07;42.49K;2.60%
May 07, 2015;14,114.73;14080.35;14,226.08;14,027.60;39.66K;-0.15%
May 06, 2015;14,136.17;14347.55;14,569.65;14,032.02;45.80K;-0.68%
May 05, 2015;14,233.10;14831.91;14,831.91;14,145.50;57.83K;-4.22%
May 04, 2015;14,860.53;14846.48;14,958.79;14,714.91;52.44K;0.28%
Apr 30, 2015;14,818.64;14909.06;15,009.73;14,818.64;48.92K;-0.36%
Apr 29, 2015;14,871.95;14669.22;14,907.96;14,542.32;51.48K;1.12%
Apr 28, 2015;14,707.25;14946.95;14,979.81;14,580.42;63.58K;-0.69%
Apr 27, 2015;14,809.42;14749.02;14,910.31;14,644.01;62.56K;1.44%
Apr 24, 2015;14,598.69;14615.53;14,771.29;14,422.54;66.53K;-0.98%
Apr 23, 2015;14,743.22;14842.20;14,893.01;14,647.14;72.92K;-0.04%
Apr 22, 2015;14,749.13;14529.24;14,756.15;14,510.93;72.83K;2.15%
Apr 21, 2015;14,439.00;13882.44;14,439.00;13,882.44;69.12K;4.09%
Apr 20, 2015;13,871.60;14132.83;14,288.33;13,814.96;77.89K;-1.96%
Apr 17, 2015;14,149.34;14120.77;14,249.47;14,039.04;67.77K;1.30%
Apr 16, 2015;13,967.80;13549.87;14,024.68;13,492.77;44.08K;2.35%
Apr 15, 2015;13,646.61;14023.40;14,023.40;13,646.61;58.04K;-2.82%
Apr 14, 2015;14,042.46;14132.61;14,221.51;13,920.06;52.21K;-0.76%
Apr 13, 2015;14,149.50;14100.35;14,175.36;13,972.41;53.98K;0.97%
Apr 10, 2015;14,013.33;13718.92;14,034.31;13,650.32;44.31K;1.57%
Apr 09, 2015;13,796.73;13898.49;13,914.01;13,505.85;59.68K;-0.33%
Apr 08, 2015;13,841.72;13814.98;13,846.55;13,513.15;58.04K;0.53%
Apr 07, 2015;13,768.73;13626.62;13,769.76;13,625.26;53.97K;2.03%
Apr 03, 2015;13,494.64;13336.87;13,502.47;13,296.94;44.02K;0.51%
Apr 02, 2015;13,426.10;13486.90;13,537.38;13,235.28;48.26K;0.23%
Apr 01, 2015;13,394.73;13187.42;13,454.81;13,142.40;45.58K;1.78%
Mar 31, 2015;13,160.66;13420.92;13,538.29;13,106.97;57.98K;-0.25%
Mar 30, 2015;13,193.32;12917.14;13,242.31;12,894.49;50.92K;2.48%
Mar 27, 2015;12,874.42;12779.33;12,930.24;12,717.43;34.08K;1.27%
Mar 26, 2015;12,712.98;12703.35;12,856.21;12,601.75;42.40K;-0.35%
Mar 25, 2015;12,757.09;12776.00;12,841.90;12,656.52;48.40K;-0.34%
Mar 24, 2015;12,801.20;12841.15;12,841.44;12,495.92;59.97K;0.16%
Mar 23, 2015;12,780.32;12644.19;12,813.83;12,644.19;48.19K;1.88%
Mar 20, 2015;12,544.45;12427.41;12,659.83;12,387.89;51.98K;0.93%
Mar 19, 2015;12,429.11;12549.55;12,552.71;12,337.67;53.78K;-0.54%
Mar 18, 2015;12,496.24;12206.72;12,505.34;12,190.25;62.69K;2.68%
Mar 17, 2015;12,169.52;12083.44;12,190.28;12,046.80;48.65K;1.26%
Mar 16, 2015;12,017.77;11791.42;12,021.82;11,748.08;32.74K;2.60%
Mar 13, 2015;11,713.61;11680.47;11,751.19;11,654.19;24.45K;0.67%
Mar 12, 2015;11,635.59;11593.69;11,645.56;11,516.25;27.32K;0.96%
Mar 11, 2015;11,525.09;11554.66;11,682.54;11,491.69;21.68K;-0.27%
Mar 10, 2015;11,556.65;11501.98;11,649.25;11,479.27;24.32K;0.20%
Mar 09, 2015;11,533.23;11280.02;11,547.83;11,169.05;25.22K;1.24%
Mar 06, 2015;11,392.40;11600.66;11,626.11;11,381.91;22.79K;-1.50%
Mar 05, 2015;11,566.39;11597.49;11,628.15;11,484.80;26.23K;-0.76%
Mar 04, 2015;11,655.08;11530.93;11,688.28;11,521.70;29.36K;1.12%
Mar 03, 2015;11,526.22;11800.99;11,800.99;11,515.55;32.02K;-3.01%
Mar 02, 2015;11,884.02;11869.96;11,955.82;11,781.61;34.16K;1.07%
Feb 27, 2015;11,757.68;11736.29;11,819.42;11,719.66;26.37K;0.06%
Feb 26, 2015;11,750.78;11526.51;11,752.01;11,470.43;23.96K;1.83%
Feb 25, 2015;11,539.70;11755.18;11,755.18;11,500.69;20.43K;-1.53%
Feb 17, 2015;11,718.56;11658.05;11,772.15;11,644.54;21.06K;1.06%
Feb 16, 2015;11,595.25;11474.88;11,606.01;11,437.74;26.14K;1.33%
Feb 13, 2015;11,443.05;11362.00;11,564.68;11,338.01;26.96K;1.24%
Feb 12, 2015;11,302.73;11268.59;11,348.32;11,185.00;27.42K;0.33%
Feb 11, 2015;11,265.63;11174.31;11,318.46;11,167.12;28.49K;1.16%
Feb 10, 2015;11,136.62;10887.68;11,136.62;10,875.28;20.47K;2.47%
Feb 09, 2015;10,868.14;10792.00;10,975.85;10,760.05;21.69K;0.71%
Feb 06, 2015;10,791.10;11022.49;11,054.94;10,715.43;24.13K;-2.48%
Feb 05, 2015;11,065.58;11367.14;11,386.73;11,065.58;29.50K;-0.46%
Feb 04, 2015;11,116.55;11241.98;11,364.38;11,111.53;23.64K;-0.83%
Feb 03, 2015;11,209.19;11077.48;11,216.68;10,993.55;23.58K;2.24%
Feb 02, 2015;10,963.14;10952.14;11,140.97;10,921.44;23.04K;-1.68%
Jan 30, 2015;11,150.69;11290.45;11,354.09;11,132.80;24.02K;-0.87%
Jan 29, 2015;11,249.04;11187.30;11,319.47;11,161.43;25.13K;-0.93%
Jan 28, 2015;11,354.20;11484.99;11,530.09;11,309.21;24.96K;-1.71%
Jan 27, 2015;11,551.87;11670.24;11,705.91;11,368.99;38.01K;-1.16%
Jan 26, 2015;11,686.97;11564.22;11,711.89;11,512.01;36.44K;2.19%
Jan 23, 2015;11,436.29;11507.44;11,554.52;11,379.96;25.59K;-0.30%
Jan 22, 2015;11,471.21;11358.44;11,499.44;11,342.08;25.79K;0.87%
Jan 21, 2015;11,372.18;11051.95;11,395.10;11,000.74;33.81K;3.42%
Jan 20, 2015;10,996.48;10761.28;11,026.05;10,750.85;31.29K;2.09%
Jan 19, 2015;10,770.93;10939.04;11,204.49;10,634.62;36.35K;-6.61%
Jan 16, 2015;11,532.80;11496.76;11,583.73;11,436.28;24.29K;0.43%
Jan 15, 2015;11,483.68;11240.84;11,483.75;11,161.52;22.51K;2.19%
Jan 14, 2015;11,237.78;11366.95;11,429.31;11,153.17;20.72K;-1.04%
Jan 13, 2015;11,355.81;11250.88;11,418.45;11,244.42;21.72K;0.63%
Jan 12, 2015;11,285.18;11279.73;11,376.09;11,116.06;29.88K;-0.35%
Jan 09, 2015;11,324.76;11424.53;11,738.25;11,313.25;35.28K;-1.22%
Jan 08, 2015;11,465.14;11624.59;11,656.70;11,371.92;32.00K;-1.28%
Jan 07, 2015;11,613.36;11612.73;11,714.78;11,505.03;32.99K;-0.47%
Jan 06, 2015;11,667.97;11424.92;11,749.14;11,374.50;45.43K;1.28%
Jan 05, 2015;11,520.59;11150.98;11,587.28;11,150.98;51.63K;4.59%
Dec 31, 2014;11,014.62;10723.09;11,037.61;10,711.33;33.26K;2.73%
Dec 30, 2014;10,722.26;10756.58;10,866.36;10,660.20;34.33K;-0.54%
Dec 29, 2014;10,780.40;10918.96;10,965.29;10,665.26;47.60K;-0.21%
Dec 26, 2014;10,802.64;10505.71;10,816.83;10,487.91;40.63K;2.94%
Dec 25, 2014;10,493.78;10350.94;10,514.64;10,296.00;32.26K;1.96%
Dec 24, 2014;10,292.52;10614.12;10,627.08;10,179.26;34.93K;-2.63%
Dec 23, 2014;10,570.79;10549.98;10,794.19;10,490.14;41.34K;-0.36%
Dec 22, 2014;10,608.51;10607.58;10,742.37;10,474.92;51.97K;-0.18%
Dec 19, 2014;10,627.11;10646.66;10,684.60;10,382.29;43.55K;-0.36%
Dec 18, 2014;10,665.18;10744.27;10,812.15;10,656.35;38.14K;-1.13%
Dec 17, 2014;10,786.72;10728.74;10,788.97;10,533.11;49.10K;1.11%
Dec 16, 2014;10,668.62;10486.69;10,668.62;10,429.56;40.82K;1.56%
Dec 15, 2014;10,504.23;10477.45;10,531.66;10,298.38;33.73K;0.40%
Dec 12, 2014;10,462.31;10451.61;10,622.88;10,390.02;32.27K;-0.16%
Dec 11, 2014;10,478.88;10443.66;10,725.77;10,387.59;43.77K;-0.63%
Dec 10, 2014;10,545.51;10154.53;10,567.45;10,048.46;51.46K;4.24%
Dec 09, 2014;10,116.49;10496.63;11,050.85;10,042.01;77.17K;-4.15%
Dec 08, 2014;10,554.57;10047.12;10,587.62;9,919.65;59.27K;4.84%
Dec 05, 2014;10,067.28;10164.37;10,319.87;9,749.14;63.50K;0.37%
Dec 04, 2014;10,029.83;9679.59;10,040.72;9,659.95;50.17K;4.00%
Dec 03, 2014;9,643.92;9448.37;9,777.76;9,441.83;60.48K;2.96%
Dec 02, 2014;9,366.95;9058.32;9,433.64;9,027.30;41.32K;2.98%
Dec 01, 2014;9,095.76;9029.64;9,180.64;9,028.83;45.71K;1.04%
Nov 28, 2014;9,002.23;8837.47;9,010.17;8,767.12;43.62K;1.60%
Nov 27, 2014;8,860.43;8798.41;8,860.43;8,743.93;34.28K;1.10%
Nov 26, 2014;8,763.78;8712.29;8,774.78;8,680.86;28.68K;0.81%
Nov 25, 2014;8,693.43;8600.31;8,694.59;8,578.46;28.16K;1.35%
Nov 24, 2014;8,577.91;8498.06;8,645.39;8,464.61;36.06K;2.95%
Nov 21, 2014;8,332.30;8209.98;8,335.59;8,194.52;18.01K;1.55%
Nov 20, 2014;8,205.38;8210.82;8,236.32;8,190.40;13.02K;-0.24%
Nov 19, 2014;8,225.07;8206.78;8,265.58;8,202.78;13.60K;0.35%
Nov 18, 2014;8,196.59;8264.40;8,295.98;8,173.44;14.02K;-1.05%
Nov 17, 2014;8,283.80;8358.13;8,389.40;8,278.12;17.59K;-0.52%
Nov 14, 2014;8,326.90;8263.97;8,343.91;8,242.49;21.58K;0.26%
Nov 13, 2014;8,305.08;8416.67;8,416.81;8,288.06;25.29K;-1.25%
Nov 12, 2014;8,410.29;8287.57;8,410.42;8,271.84;20.63K;1.17%
Nov 11, 2014;8,312.89;8443.25;8,491.12;8,243.90;36.60K;-1.16%
Nov 10, 2014;8,410.22;8299.42;8,410.95;8,251.74;28.28K;2.13%
Nov 07, 2014;8,234.87;8226.31;8,348.88;8,183.06;28.75K;0.28%
Nov 06, 2014;8,211.96;8206.55;8,223.30;8,137.42;20.22K;0.16%
Nov 05, 2014;8,198.57;8221.95;8,248.56;8,189.84;25.51K;-0.10%
Nov 04, 2014;8,206.79;8231.50;8,236.17;8,179.34;26.97K;-0.40%
Nov 03, 2014;8,240.15;8245.03;8,285.16;8,202.53;29.24K;0.18%
Oct 31, 2014;8,225.61;8109.55;8,230.59;8,088.26;30.39K;1.67%
Oct 30, 2014;8,090.55;8088.98;8,105.72;8,034.08;22.56K;0.00%
Oct 29, 2014;8,090.68;8010.41;8,109.64;7,962.03;22.58K;1.28%
Oct 28, 2014;7,988.34;7846.87;7,988.34;7,846.87;15.19K;2.03%
Oct 27, 2014;7,829.33;7881.01;7,881.01;7,803.46;12.27K;-1.16%
Oct 24, 2014;7,921.13;7982.31;8,003.79;7,899.54;12.22K;-0.60%
Oct 23, 2014;7,969.16;8044.71;8,077.78;7,957.03;18.79K;-1.17%
Oct 22, 2014;8,063.20;8114.89;8,162.84;8,059.56;13.07K;-0.54%
Oct 21, 2014;8,106.92;8197.17;8,206.89;8,101.60;13.46K;-1.19%
Oct 20, 2014;8,204.20;8175.68;8,219.80;8,153.10;14.17K;0.65%
Oct 17, 2014;8,151.52;8116.81;8,182.83;8,015.62;19.41K;0.50%
Oct 16, 2014;8,110.69;8156.78;8,227.14;8,110.69;21.55K;-1.07%
Oct 15, 2014;8,198.12;8141.14;8,209.90;8,086.63;24.66K;0.71%
Oct 14, 2014;8,139.96;8150.86;8,200.35;8,105.54;25.87K;-0.30%
Oct 13, 2014;8,164.07;8179.49;8,193.36;8,092.49;26.62K;-0.58%
Oct 10, 2014;8,211.54;8186.33;8,260.23;8,158.34;31.55K;0.09%
Oct 09, 2014;8,204.01;8199.68;8,234.92;8,131.17;20.83K;0.25%
Oct 08, 2014;8,183.65;8134.37;8,183.65;8,073.72;17.91K;1.28%
Sep 30, 2014;8,080.35;8095.27;8,100.29;8,060.35;14.48K;-0.03%
Sep 29, 2014;8,082.85;8084.27;8,107.15;8,045.89;17.17K;0.12%
Sep 26, 2014;8,072.88;8050.64;8,078.07;8,021.27;16.26K;-0.04%
Sep 25, 2014;8,076.51;8137.33;8,167.03;8,058.70;21.88K;-0.29%
Sep 24, 2014;8,100.22;7944.32;8,103.30;7,925.38;20.11K;1.69%
Sep 23, 2014;7,965.89;7906.47;7,974.82;7,906.47;13.35K;0.89%
Sep 22, 2014;7,895.87;8036.87;8,036.87;7,886.88;16.89K;-1.88%
Sep 19, 2014;8,047.25;8006.06;8,060.74;7,971.22;15.57K;0.53%
Sep 18, 2014;8,004.57;7964.47;8,020.36;7,942.85;19.48K;0.29%
Sep 17, 2014;7,981.82;7951.42;7,986.49;7,893.10;20.80K;0.77%
Sep 16, 2014;7,921.07;8130.22;8,143.91;7,918.60;30.47K;-2.36%
Sep 15, 2014;8,112.65;8124.73;8,125.23;8,051.53;19.09K;-0.42%
Sep 12, 2014;8,146.99;8104.42;8,147.20;8,069.68;18.34K;0.36%
Sep 11, 2014;8,117.92;8153.52;8,251.06;8,095.86;20.65K;-0.50%
Sep 10, 2014;8,158.60;8164.40;8,172.12;8,109.44;16.26K;-0.52%
Sep 09, 2014;8,201.51;8220.96;8,225.10;8,155.83;18.96K;-0.16%
Sep 05, 2014;8,214.53;8202.66;8,237.42;8,158.83;20.02K;0.46%
Sep 04, 2014;8,176.57;8141.39;8,180.42;8,103.20;16.07K;0.75%
Sep 03, 2014;8,115.87;8051.09;8,136.56;8,051.09;17.89K;0.90%
Sep 02, 2014;8,043.31;7958.85;8,046.71;7,923.98;17.73K;1.29%
Sep 01, 2014;7,941.16;7852.91;7,944.15;7,852.87;13.21K;1.27%
Aug 29, 2014;7,841.70;7758.36;7,841.70;7,755.47;8.63K;1.27%
Aug 28, 2014;7,743.54;7840.39;7,854.28;7,735.68;10.86K;-1.24%
Aug 27, 2014;7,841.07;7809.52;7,881.25;7,809.52;9.98K;0.35%
Aug 26, 2014;7,813.98;7915.33;7,946.39;7,786.23;13.14K;-1.52%
Aug 25, 2014;7,934.81;8054.88;8,056.21;7,925.22;13.94K;-1.55%
Aug 22, 2014;8,059.40;8003.53;8,074.42;7,997.59;14.13K;0.61%
Aug 21, 2014;8,010.71;8021.15;8,024.65;7,904.07;18.28K;-0.15%
Aug 20, 2014;8,023.07;8029.51;8,060.51;8,000.21;17.87K;-0.25%
Aug 19, 2014;8,043.25;8064.62;8,073.22;7,994.50;19.17K;-0.03%
Aug 18, 2014;8,045.86;8018.18;8,058.55;7,985.89;23.52K;0.80%
Aug 15, 2014;7,982.07;7901.19;8,012.14;7,891.06;16.84K;1.12%
Aug 14, 2014;7,893.90;7977.33;7,998.91;7,887.95;14.99K;-1.09%
Aug 13, 2014;7,980.49;7967.91;8,029.73;7,897.80;16.80K;0.17%
Aug 12, 2014;7,966.89;8000.92;8,000.92;7,933.51;12.67K;-0.53%
Aug 11, 2014;8,009.73;7902.24;8,017.13;7,902.24;13.67K;1.58%
Aug 08, 2014;7,885.33;7890.88;7,929.12;7,845.26;15.03K;0.16%
Aug 07, 2014;7,872.95;7990.00;8,027.51;7,869.88;19.04K;-1.53%
Aug 06, 2014;7,995.50;7962.56;8,022.54;7,883.08;20.38K;-0.15%
Aug 05, 2014;8,007.76;8007.47;8,032.28;7,950.52;17.59K;0.01%
Aug 04, 2014;8,006.91;7896.97;8,006.91;7,892.55;16.41K;1.60%
Aug 01, 2014;7,880.98;7919.78;8,021.15;7,880.42;19.71K;-0.95%
Jul 31, 2014;7,956.91;7845.80;7,957.46;7,821.71;19.21K;1.32%
Jul 30, 2014;7,853.23;7867.93;7,920.97;7,820.80;19.20K;-0.18%
Jul 29, 2014;7,867.04;7828.35;7,895.73;7,799.14;22.60K;0.75%
Jul 28, 2014;7,808.66;7630.35;7,826.79;7,630.35;26.93K;3.04%
Jul 25, 2014;7,578.12;7528.34;7,578.12;7,503.62;17.01K;1.00%
Jul 24, 2014;7,503.40;7384.92;7,510.42;7,384.92;20.18K;1.74%
Jul 23, 2014;7,375.31;7362.74;7,412.84;7,341.56;11.50K;0.04%
Jul 22, 2014;7,372.65;7261.37;7,384.87;7,258.58;10.92K;1.35%
Jul 21, 2014;7,274.51;7264.54;7,301.15;7,251.35;8.04K;0.21%
Jul 18, 2014;7,259.45;7166.65;7,312.83;7,159.84;9.34K;0.90%
Jul 17, 2014;7,194.74;7251.15;7,251.15;7,151.43;8.27K;-0.92%
Jul 16, 2014;7,261.91;7289.19;7,324.68;7,251.57;10.27K;-0.58%
Jul 15, 2014;7,304.41;7278.96;7,314.18;7,270.12;11.90K;0.35%
Jul 14, 2014;7,278.86;7206.13;7,279.15;7,180.21;10.00K;1.00%
Jul 11, 2014;7,206.97;7158.58;7,232.72;7,146.45;11.04K;0.66%
Jul 10, 2014;7,159.63;7193.22;7,218.10;7,149.38;11.29K;-0.46%
Jul 09, 2014;7,192.71;7341.17;7,342.32;7,192.71;10.82K;-2.25%
Jul 08, 2014;7,358.33;7319.28;7,358.33;7,277.46;8.93K;0.50%
Jul 07, 2014;7,321.52;7336.63;7,373.23;7,301.57;8.06K;-0.17%
Jul 04, 2014;7,333.91;7346.69;7,363.16;7,318.57;8.13K;-0.02%
Jul 03, 2014;7,335.54;7300.25;7,362.39;7,286.18;8.43K;0.34%
Jul 02, 2014;7,310.38;7298.02;7,319.35;7,258.31;10.01K;0.18%
Jul 01, 2014;7,297.49;7340.59;7,350.87;7,277.41;8.53K;-0.62%
Jun 30, 2014;7,343.27;7312.68;7,362.43;7,312.68;8.61K;0.42%
Jun 27, 2014;7,312.62;7291.18;7,344.79;7,270.52;7.77K;0.28%
Jun 26, 2014;7,291.88;7219.17;7,306.73;7,219.17;6.72K;1.03%
Jun 25, 2014;7,217.65;7238.82;7,238.82;7,174.60;5.97K;-0.32%
Jun 24, 2014;7,240.85;7200.65;7,243.32;7,185.40;6.02K;0.67%
Jun 23, 2014;7,192.87;7205.89;7,253.98;7,184.16;7.28K;-0.04%
Jun 20, 2014;7,195.69;7181.15;7,207.63;7,134.53;9.63K;0.21%
Jun 19, 2014;7,180.32;7301.39;7,324.64;7,148.02;9.49K;-1.60%
Jun 18, 2014;7,297.40;7329.94;7,351.97;7,291.74;9.59K;-0.46%
Jun 17, 2014;7,331.37;7400.08;7,400.08;7,320.72;8.14K;-1.15%
Jun 16, 2014;7,416.99;7397.05;7,433.54;7,372.93;11.00K;0.21%
Jun 13, 2014;7,401.35;7293.50;7,429.96;7,290.14;9.83K;1.39%
Jun 12, 2014;7,299.81;7313.83;7,318.75;7,280.01;7.98K;-0.56%
Jun 11, 2014;7,340.69;7323.04;7,354.49;7,307.36;7.80K;-0.01%
Jun 10, 2014;7,341.66;7229.97;7,345.54;7,229.62;9.41K;1.58%
Jun 09, 2014;7,227.24;7217.54;7,301.34;7,205.34;9.08K;-0.11%
Jun 06, 2014;7,235.39;7272.23;7,283.65;7,195.13;6.75K;-0.93%
Jun 05, 2014;7,303.64;7215.95;7,306.76;7,205.10;5.93K;1.11%
Jun 04, 2014;7,223.13;7314.97;7,314.97;7,177.66;6.72K;-1.34%
Jun 03, 2014;7,321.52;7365.61;7,399.46;7,319.77;7.04K;-0.59%
May 30, 2014;7,364.83;7344.83;7,393.38;7,309.02;7.96K;0.32%
May 29, 2014;7,341.56;7395.58;7,432.35;7,340.98;9.48K;-0.53%
May 28, 2014;7,380.69;7263.31;7,381.47;7,246.09;10.59K;1.66%
May 27, 2014;7,260.12;7265.24;7,305.96;7,253.90;5.76K;-0.21%
May 26, 2014;7,275.11;7289.63;7,306.61;7,233.17;7.41K;0.47%
May 23, 2014;7,240.92;7188.56;7,246.95;7,161.75;7.93K;0.80%
May 22, 2014;7,183.68;7201.72;7,295.04;7,181.03;8.53K;-0.29%
May 21, 2014;7,204.65;7121.36;7,205.23;7,075.32;6.50K;0.75%
May 20, 2014;7,151.18;7180.32;7,220.33;7,130.06;6.44K;0.00%
May 19, 2014;7,151.49;7210.85;7,210.85;7,105.02;6.88K;-1.25%
May 16, 2014;7,242.17;7203.82;7,261.35;7,187.80;8.01K;0.39%
May 15, 2014;7,213.77;7309.88;7,309.88;7,205.70;7.69K;-1.53%
May 14, 2014;7,325.52;7320.36;7,369.17;7,303.63;10.10K;0.21%
May 13, 2014;7,310.31;7321.65;7,362.87;7,290.73;10.87K;-0.11%
May 12, 2014;7,318.14;7208.04;7,334.47;7,175.22;14.04K;2.17%
May 09, 2014;7,162.44;7175.24;7,182.42;7,093.22;8.53K;-0.11%
May 08, 2014;7,169.98;7185.19;7,306.79;7,157.26;8.01K;-0.89%
May 07, 2014;7,234.69;7292.01;7,292.01;7,232.48;8.29K;-1.06%
May 06, 2014;7,311.89;7282.92;7,381.22;7,282.92;9.40K;0.03%
May 05, 2014;7,309.56;7289.24;7,334.39;7,214.06;6.61K;-0.05%
Apr 30, 2014;7,312.86;7320.79;7,335.47;7,279.34;6.16K;-0.37%
Apr 29, 2014;7,339.86;7234.65;7,353.02;7,215.12;7.98K;1.37%
Apr 28, 2014;7,240.46;7324.87;7,353.34;7,233.71;13.50K;-1.14%
Apr 25, 2014;7,323.65;7423.90;7,459.01;7,323.65;11.28K;-1.29%
Apr 24, 2014;7,419.44;7426.28;7,472.04;7,392.15;7.64K;-0.21%
Apr 23, 2014;7,434.73;7388.26;7,470.15;7,379.89;7.58K;0.59%
Apr 22, 2014;7,391.22;7355.63;7,392.88;7,276.72;8.96K;0.51%
Apr 21, 2014;7,353.60;7412.34;7,493.41;7,351.19;8.92K;-1.37%
Apr 18, 2014;7,455.74;7425.84;7,475.72;7,380.73;6.20K;0.06%
Apr 17, 2014;7,451.04;7484.15;7,512.27;7,441.08;6.89K;-0.23%
Apr 16, 2014;7,468.46;7430.61;7,511.00;7,430.23;7.39K;0.25%
Apr 15, 2014;7,449.70;7568.17;7,568.17;7,438.96;12.04K;-1.76%
Apr 14, 2014;7,583.28;7588.61;7,618.57;7,553.49;8.50K;-0.05%
Apr 11, 2014;7,586.82;7543.71;7,611.15;7,528.66;12.78K;0.31%
Apr 10, 2014;7,563.20;7534.02;7,607.48;7,467.19;15.61K;0.69%
Apr 09, 2014;7,511.25;7510.31;7,556.04;7,479.62;9.52K;0.03%
Apr 08, 2014;7,508.66;7334.18;7,526.47;7,323.41;13.01K;1.91%
Apr 04, 2014;7,367.80;7281.34;7,367.80;7,260.13;8.05K;0.96%
Apr 03, 2014;7,298.00;7355.21;7,396.85;7,280.44;9.93K;-0.49%
Apr 02, 2014;7,333.59;7291.73;7,358.36;7,284.12;10.13K;0.72%
Apr 01, 2014;7,281.11;7184.07;7,302.74;7,177.85;7.29K;1.27%
Mar 31, 2014;7,189.58;7219.21;7,279.57;7,146.15;7.62K;0.34%
Mar 28, 2014;7,165.57;7165.47;7,234.45;7,144.07;10.34K;-0.10%
Mar 27, 2014;7,173.02;7230.63;7,276.87;7,154.65;10.18K;-0.98%
Mar 26, 2014;7,244.19;7270.02;7,292.56;7,228.91;7.94K;-0.11%
Mar 25, 2014;7,252.35;7247.11;7,318.75;7,220.72;12.89K;-0.29%
Mar 24, 2014;7,273.76;7237.26;7,308.15;7,180.12;14.15K;0.44%
Mar 21, 2014;7,241.57;6973.09;7,261.27;6,959.25;15.94K;3.48%
Mar 20, 2014;6,998.19;7135.41;7,187.31;6,997.63;10.89K;-2.12%
Mar 19, 2014;7,150.12;7246.06;7,246.06;7,098.70;11.88K;-1.70%
Mar 18, 2014;7,273.95;7347.04;7,357.06;7,266.58;7.65K;-0.91%
Mar 17, 2014;7,340.62;7266.95;7,342.34;7,257.02;8.57K;1.40%
Mar 14, 2014;7,239.06;7287.34;7,317.45;7,205.18;10.86K;-1.10%
Mar 13, 2014;7,319.29;7226.83;7,335.10;7,217.84;11.78K;1.42%
Mar 12, 2014;7,217.02;7187.88;7,291.55;7,139.35;14.78K;0.06%
Mar 11, 2014;7,212.57;7103.30;7,258.69;7,091.30;11.51K;1.32%
Mar 10, 2014;7,118.44;7269.49;7,269.49;7,114.80;12.38K;-2.87%
Mar 07, 2014;7,328.48;7338.75;7,382.14;7,306.05;10.48K;-0.32%
Mar 06, 2014;7,352.03;7282.74;7,374.84;7,186.70;12.51K;0.74%
Mar 05, 2014;7,298.13;7352.72;7,370.63;7,279.30;9.48K;-0.67%
Mar 04, 2014;7,347.11;7390.67;7,390.67;7,272.64;13.01K;-0.61%
Mar 03, 2014;7,391.91;7349.95;7,410.66;7,335.43;11.49K;0.35%
Feb 28, 2014;7,365.93;7181.43;7,366.69;7,174.33;12.24K;2.46%
Feb 27, 2014;7,188.74;7352.59;7,361.15;7,179.17;14.33K;-1.79%
Feb 26, 2014;7,319.61;7271.19;7,349.17;7,226.18;18.85K;0.21%
Feb 25, 2014;7,303.94;7551.00;7,559.80;7,272.34;20.91K;-3.16%
Feb 24, 2014;7,542.53;7697.20;7,697.20;7,465.91;19.77K;-2.68%
Feb 21, 2014;7,750.56;7825.54;7,859.20;7,718.53;13.28K;-1.17%
Feb 20, 2014;7,842.12;7956.92;7,997.02;7,836.27;20.27K;-1.41%
Feb 19, 2014;7,953.94;7837.41;7,967.07;7,816.06;19.14K;1.55%
Feb 18, 2014;7,832.47;7947.42;7,947.42;7,808.15;13.99K;-1.40%
Feb 17, 2014;7,943.96;7922.74;7,947.73;7,866.30;15.91K;0.76%
Feb 14, 2014;7,883.75;7840.96;7,895.39;7,821.63;10.68K;0.34%
Feb 13, 2014;7,857.11;7895.23;7,936.74;7,846.99;14.87K;-0.57%
Feb 12, 2014;7,902.08;7835.06;7,904.83;7,809.94;12.52K;0.82%
Feb 11, 2014;7,838.12;7814.20;7,877.09;7,781.25;16.92K;0.33%
Feb 10, 2014;7,812.16;7655.57;7,827.39;7,651.49;15.84K;2.57%
Feb 07, 2014;7,616.57;7515.09;7,616.57;7,479.56;11.56K;0.58%
Jan 30, 2014;7,572.63;7704.49;7,705.63;7,560.54;9.44K;-1.75%
Jan 29, 2014;7,707.59;7754.18;7,790.02;7,695.27;10.34K;-0.43%
Jan 28, 2014;7,740.75;7773.55;7,810.80;7,679.81;13.99K;-0.15%
Jan 27, 2014;7,752.54;7810.23;7,815.72;7,723.60;21.27K;-1.31%
Jan 24, 2014;7,855.14;7771.58;7,908.89;7,760.20;10.56K;0.86%
Jan 23, 2014;7,788.47;7818.76;7,855.23;7,764.48;8.93K;-0.41%
